age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
29,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,Male,United-States,<=50K
49,Private,HS-grad,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
36,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
47,Self-emp-not-inc,Doctorate,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Own-child,Male,United-States,<=50K
35,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,Philippines,>50K
38,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Male,Mexico,<=50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
19,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
37,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
49,Private,Bachelors,Never-married,Prof-specialty,Unmarried,Female,United-States,<=50K
33,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
27,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
34,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
54,State-gov,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,Female,China,<=50K
24,Self-emp-inc,Some-college,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
48,Self-emp-not-inc,Bachelors,Separated,Craft-repair,Not-in-family,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Female,United-States,<=50K
29,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
21,Private,Assoc-acdm,Never-married,Other-service,Own-child,Female,United-States,<=50K
18,Private,12th,Never-married,Other-service,Own-child,Female,United-States,<=50K
18,Private,9th,Never-married,Sales,Own-child,Female,United-States,<=50K
29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
29,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
41,Private,HS-grad,Separated,Machine-op-inspct,Other-relative,Female,United-States,<=50K
32,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
61,Private,10th,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
79,Private,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,Male,United-States,<=50K
34,Private,Assoc-acdm,Divorced,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
64,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
70,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,Female,United-States,>50K
28,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
51,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,Male,Greece,<=50K
34,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,United-States,<=50K
29,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
49,Private,Bachelors,Married-spouse-absent,Other-service,Not-in-family,Male,Philippines,<=50K
77,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
32,Private,HS-grad,Never-married,Other-service,Own-child,Female,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,Female,United-States,>50K
22,Private,Some-college,Never-married,Sales,Not-in-family,Female,United-States,<=50K
35,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,Cuba,>50K
42,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
35,State-gov,HS-grad,Divorced,Machine-op-inspct,Own-child,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
45,Private,Some-college,Widowed,Exec-managerial,Unmarried,Female,United-States,<=50K
19,Private,Some-college,Married-spouse-absent,Sales,Own-child,Female,United-States,<=50K
38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
35,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,Male,Puerto-Rico,<=50K
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
20,Private,Assoc-voc,Never-married,Other-service,Own-child,Female,United-States,<=50K
43,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
69,Private,11th,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
39,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,Portugal,<=50K
28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
26,Federal-gov,Bachelors,Never-married,Tech-support,Not-in-family,Male,United-States,<=50K
32,Private,Some-college,Divorced,Sales,Own-child,Male,United-States,<=50K
43,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,Hungary,<=50K
28,Private,7th-8th,Separated,Other-service,Own-child,Male,Mexico,<=50K
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
35,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
45,Private,9th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Sales,Not-in-family,Male,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Male,Vietnam,<=50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
28,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
64,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
44,Local-gov,Prof-school,Separated,Prof-specialty,Unmarried,Female,United-States,<=50K
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,>50K
41,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,Male,United-States,<=50K
29,Self-emp-not-inc,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
51,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,United-States,>50K
22,Private,HS-grad,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
49,Private,HS-grad,Divorced,Other-service,Unmarried,Female,United-States,<=50K
53,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
38,Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
23,Private,Some-college,Separated,Craft-repair,Own-child,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Other-service,Own-child,Female,Mexico,<=50K
40,Private,Bachelors,Divorced,Craft-repair,Own-child,Female,United-States,<=50K
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
27,Private,Some-college,Divorced,Tech-support,Not-in-family,Female,United-States,<=50K
20,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
40,Local-gov,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
38,Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,Female,United-States,<=50K
42,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Female,United-States,<=50K
32,Federal-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,Male,United-States,<=50K
20,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
62,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
24,Private,HS-grad,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
62,Local-gov,7th-8th,Widowed,Other-service,Not-in-family,Female,United-States,<=50K
43,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
21,Private,Some-college,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
30,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,Male,United-States,<=50K
18,Private,10th,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
59,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Female,United-States,<=50K
24,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
19,State-gov,11th,Never-married,Other-service,Own-child,Male,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
32,Private,Prof-school,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
33,Private,10th,Never-married,Machine-op-inspct,Not-in-family,Female,United-States,<=50K
23,Private,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,<=50K
33,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,United-States,>50K
50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
32,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,Female,United-States,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
22,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
70,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Female,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,United-States,>50K
53,Private,Masters,Divorced,Sales,Not-in-family,Female,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,Male,United-States,<=50K
37,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
23,Private,11th,Never-married,Craft-repair,Own-child,Male,Vietnam,>50K
32,Private,10th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,Germany,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,Male,United-States,<=50K
23,State-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
42,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Female,United-States,<=50K
34,Self-emp-not-inc,11th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
25,Private,Assoc-voc,Never-married,Tech-support,Unmarried,Female,United-States,<=50K
21,Private,Some-college,Never-married,Exec-managerial,Own-child,Female,United-States,<=50K
31,Private,HS-grad,Married-spouse-absent,Priv-house-serv,Other-relative,Female,Jamaica,<=50K
36,Local-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,Poland,<=50K
44,Private,Bachelors,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
42,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
30,Private,HS-grad,Never-married,Protective-serv,Not-in-family,Male,United-States,<=50K
33,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
36,Self-emp-not-inc,Bachelors,Divorced,Other-service,Unmarried,Male,United-States,>50K
17,Private,10th,Never-married,Other-service,Own-child,Male,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Not-in-family,Male,United-States,<=50K
32,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
37,Private,Some-college,Divorced,Exec-managerial,Unmarried,Female,United-States,<=50K
60,Private,10th,Divorced,Farming-fishing,Not-in-family,Male,United-States,<=50K
35,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
43,Federal-gov,Bachelors,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,United-States,>50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
22,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
33,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
61,Private,10th,Divorced,Sales,Unmarried,Female,United-States,<=50K
41,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,>50K
22,Private,Some-college,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
32,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Female,United-States,<=50K
28,Private,Masters,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
25,Private,Bachelors,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
58,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,Female,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
33,Private,Some-college,Divorced,Other-service,Unmarried,Female,United-States,<=50K
59,Private,10th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
58,Private,Bachelors,Divorced,Craft-repair,Own-child,Female,United-States,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,Philippines,>50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,Some-college,Divorced,Craft-repair,Own-child,Male,United-States,<=50K
48,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
45,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Other-service,Own-child,Female,United-States,<=50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
38,Self-emp-not-inc,Some-college,Divorced,Farming-fishing,Not-in-family,Male,United-States,<=50K
44,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,>50K
48,Local-gov,Masters,Divorced,Exec-managerial,Unmarried,Female,United-States,>50K
40,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
19,Local-gov,HS-grad,Never-married,Craft-repair,Other-relative,Female,United-States,<=50K
45,Private,Bachelors,Divorced,Exec-managerial,Own-child,Female,United-States,<=50K
34,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
70,Private,Some-college,Divorced,Other-service,Not-in-family,Male,United-States,<=50K
32,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
33,Private,Assoc-voc,Divorced,Other-service,Unmarried,Female,United-States,<=50K
24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
30,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
22,Private,Some-college,Never-married,Sales,Own-child,Male,United-States,<=50K
52,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
67,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
55,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,<=50K
29,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
62,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
22,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,Female,United-States,<=50K
64,State-gov,9th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
29,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Other-relative,Male,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Exec-managerial,Other-relative,Male,United-States,<=50K
47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
26,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
18,Private,12th,Never-married,Other-service,Own-child,Male,United-States,<=50K
52,Self-emp-inc,10th,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
48,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,Haiti,<=50K
23,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Female,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
56,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
53,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,Male,United-States,<=50K
26,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
22,Private,Some-college,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
25,Private,Masters,Never-married,Prof-specialty,Own-child,Female,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Other-service,Husband,Male,Puerto-Rico,<=50K
36,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
46,State-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Male,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Other-service,Wife,Female,Puerto-Rico,<=50K
43,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
37,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
22,Local-gov,HS-grad,Never-married,Handlers-cleaners,Other-relative,Male,United-States,<=50K
51,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
30,Private,Some-college,Never-married,Tech-support,Unmarried,Female,United-States,<=50K
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
31,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
31,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Male,Mexico,<=50K
30,Private,HS-grad,Divorced,Craft-repair,Own-child,Male,United-States,<=50K
50,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,Male,United-States,>50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
28,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Male,United-States,<=50K
54,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Female,United-States,>50K
47,State-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,United-States,>50K
34,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Unmarried,Female,United-States,<=50K
26,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
23,State-gov,Some-college,Never-married,Protective-serv,Own-child,Male,United-States,<=50K
42,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Male,United-States,<=50K
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
52,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
27,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
42,Private,HS-grad,Widowed,Other-service,Unmarried,Female,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Unmarried,Female,United-States,<=50K
49,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
20,Private,Preschool,Never-married,Other-service,Own-child,Male,United-States,<=50K
55,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
47,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
36,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
39,Private,Doctorate,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
48,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
30,Private,Assoc-voc,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
57,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,Female,United-States,<=50K
20,Private,Some-college,Never-married,Farming-fishing,Own-child,Male,United-States,<=50K
56,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
44,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
28,Private,HS-grad,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
31,Private,Some-college,Never-married,Other-service,Own-child,Male,United-States,<=50K
60,Private,Assoc-acdm,Divorced,Other-service,Not-in-family,Female,United-States,<=50K
36,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,Male,United-States,>50K
58,Private,HS-grad,Widowed,Sales,Not-in-family,Female,United-States,>50K
50,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
23,Local-gov,Bachelors,Never-married,Exec-managerial,Own-child,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
90,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
49,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
47,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
34,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,Taiwan,>50K
37,Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,Female,United-States,<=50K
25,Private,10th,Married-civ-spouse,Protective-serv,Wife,Female,United-States,<=50K
37,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,Mexico,<=50K
34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
34,Private,Some-college,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
39,Private,Some-college,Separated,Machine-op-inspct,Own-child,Male,United-States,<=50K
32,State-gov,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
28,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
41,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
58,Private,HS-grad,Divorced,Sales,Unmarried,Female,United-States,>50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
35,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
24,Private,Some-college,Never-married,Other-service,Own-child,Male,Canada,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
